age,income,home_ownership,emplyment_length,loan_intent,loan_amount,loan_interest_rate,loan_income_ratio,payment_default_on_file,credit_history_length,loan_approval_status,max_allowed_loan
25.0,36000,RENT,0,HOMEIMPROVEMENT,5000,10.99,0.14,N,4,1,5000
25.0,44000,RENT,9,PERSONAL,1500,11.49,0.03,N,3,1,1500
25.0,34000,RENT,3,MEDICAL,6000,11.99,0.18,N,4,1,6000
25.0,49700,RENT,2,EDUCATION,12000,12.53,0.24,N,4,1,12000
25.0,64000,MORTGAGE,1,DEBTCONSOLIDATION,8000,16.49,0.13,Y,2,1,8000
25.0,30720,RENT,5,PERSONAL,7500,10.95,0.25,N,4,1,7500
25.0,65000,RENT,9,MEDICAL,20000,10.65,0.31,N,3,1,20000
25.0,69000,RENT,0,EDUCATION,12000,17.51,0.17,Y,2,1,12000
25.0,39600,RENT,9,EDUCATION,2400,9.91,0.06,N,4,1,2400
25.0,31000,RENT,0,DEBTCONSOLIDATION,6000,16.02,0.19,Y,3,1,6000
25.0,66300,RENT,5,MEDICAL,20000,14.59,0.27,N,3,1,20000
25.0,69000,MORTGAGE,9,DEBTCONSOLIDATION,15000,15.95,0.22,N,3,1,15000
25.0,30000,RENT,9,DEBTCONSOLIDATION,10000,10.65,0.33,N,2,1,10000
25.0,39000,RENT,2,HOMEIMPROVEMENT,4000,14.84,0.1,Y,4,1,4000
25.0,35000,RENT,3,HOMEIMPROVEMENT,3500,14.54,0.1,Y,4,1,3500
25.0,30000,RENT,1,PERSONAL,15000,12.17,0.5,Y,3,1,15000
25.0,18000,RENT,1,HOMEIMPROVEMENT,1000,16.82,0.06,Y,2,1,1000
25.0,55344,RENT,9,VENTURE,18000,14.17,0.33,Y,2,1,18000
25.0,48996,RENT,2,PERSONAL,7000,15.58,0.14,Y,2,1,7000
25.0,30900,RENT,5,MEDICAL,4000,16.32,0.13,N,2,1,4000
25.0,39000,RENT,7,HOMEIMPROVEMENT,16800,13.92,0.44,Y,4,1,16800
25.0,35000,MORTGAGE,9,MEDICAL,7200,14.61,0.21,Y,3,1,7200
25.0,25200,RENT,0,EDUCATION,10000,7.66,0.4,N,3,1,10000
25.0,74600,RENT,5,MEDICAL,8000,13.35,0.11,N,4,1,8000
25.0,33000,RENT,1,MEDICAL,8000,13.99,0.24,Y,3,1,8000
25.0,49200,RENT,1,EDUCATION,23500,11.36,0.49,N,2,1,23500
25.0,60000,RENT,9,MEDICAL,20000,13.79,0.33,N,3,1,20000
25.0,50000,RENT,9,EDUCATION,16000,7.9,0.32,N,2,1,16000
25.0,26400,RENT,0,MEDICAL,10000,14.26,0.38,Y,3,1,10000
25.0,48000,RENT,7,MEDICAL,20000,11.71,0.42,N,2,1,20000
25.0,39000,RENT,9,EDUCATION,15000,10.99,0.38,N,2,1,15000
25.0,36000,RENT,2,MEDICAL,15000,14.59,0.42,N,2,1,15000
25.0,30000,RENT,9,MEDICAL,5000,14.42,0.17,N,3,1,5000
25.0,48000,RENT,9,DEBTCONSOLIDATION,12000,16.0,0.24,Y,4,1,12000
25.0,54000,RENT,1,PERSONAL,20000,12.42,0.38,N,4,1,20000
25.0,44000,RENT,0,VENTURE,8000,14.96,0.18,N,4,1,8000
25.0,78000,MORTGAGE,7,DEBTCONSOLIDATION,12000,6.62,0.15,N,4,1,12000
25.0,36000,RENT,2,MEDICAL,4800,15.99,0.14,Y,3,1,4800
25.0,88000,RENT,1,PERSONAL,7000,9.99,0.08,N,3,1,7000
25.0,44000,RENT,9,HOMEIMPROVEMENT,5000,10.59,0.11,N,4,1,5000
25.0,55200,RENT,5,HOMEIMPROVEMENT,20000,11.86,0.36,N,2,1,20000
25.0,49000,MORTGAGE,8,DEBTCONSOLIDATION,5000,14.74,0.1,Y,4,1,5000
25.0,29004,RENT,0,PERSONAL,5000,9.88,0.17,N,3,1,5000
25.0,18000,RENT,0,HOMEIMPROVEMENT,4000,15.99,0.22,Y,4,1,4000
25.0,42000,RENT,0,PERSONAL,14000,15.7,0.33,Y,2,1,14000
25.0,44000,RENT,7,DEBTCONSOLIDATION,16000,13.22,0.36,N,2,1,16000
25.0,38000,RENT,2,MEDICAL,13000,13.57,0.34,N,4,1,13000
25.0,42642,RENT,5,MEDICAL,10000,15.7,0.23,Y,4,1,10000
25.0,49000,RENT,2,HOMEIMPROVEMENT,8000,13.06,0.16,Y,4,1,8000
25.0,30000,MORTGAGE,4,DEBTCONSOLIDATION,12250,16.7,0.4,N,2,1,12250
25.0,62900,RENT,9,MEDICAL,20000,15.31,0.27,N,2,1,20000
25.0,89250,MORTGAGE,2,MEDICAL,7500,13.87,0.08,Y,2,1,7500
25.0,130000,RENT,0,EDUCATION,30000,17.58,0.23,N,3,1,30000
25.0,29780,MORTGAGE,2,DEBTCONSOLIDATION,10000,14.72,0.34,N,3,1,10000
25.0,44000,RENT,2,MEDICAL,7000,14.46,0.16,N,3,1,7000
25.0,46000,MORTGAGE,6,MEDICAL,7000,15.33,0.16,N,3,1,7000
25.0,60000,MORTGAGE,0,PERSONAL,5000,13.48,0.08,Y,3,1,5000
25.0,31200,RENT,9,PERSONAL,3200,12.21,0.1,N,3,1,3200
25.0,84000,MORTGAGE,3,EDUCATION,8000,16.0,0.1,Y,3,1,8000
25.0,16800,RENT,0,HOMEIMPROVEMENT,5000,12.18,0.3,N,2,1,5000
25.0,78000,RENT,3,MEDICAL,25000,9.91,0.31,N,2,1,25000
25.0,31000,RENT,1,PERSONAL,3200,14.42,0.11,Y,4,1,3200
25.0,45000,RENT,0,VENTURE,4000,13.8,0.09,Y,4,1,4000
25.0,44000,RENT,2,VENTURE,10000,14.11,0.23,Y,4,1,10000
25.0,33000,RENT,2,MEDICAL,7750,15.65,0.23,Y,3,1,7750
25.0,31200,MORTGAGE,9,HOMEIMPROVEMENT,7400,19.69,0.24,N,2,1,7400
25.0,85850,MORTGAGE,9,MEDICAL,35000,13.49,0.37,Y,2,1,35000
25.0,45000,RENT,1,MEDICAL,18200,10.36,0.4,N,4,1,18200
25.0,74004,RENT,1,EDUCATION,20000,15.95,0.27,N,3,1,20000
25.0,58000,MORTGAGE,9,DEBTCONSOLIDATION,18500,13.99,0.31,Y,3,1,18500
25.0,43000,MORTGAGE,2,MEDICAL,2000,14.96,0.05,Y,2,1,2000
25.0,24000,RENT,2,DEBTCONSOLIDATION,7000,15.05,0.29,Y,3,1,7000
25.0,78000,MORTGAGE,9,DEBTCONSOLIDATION,25000,12.53,0.32,Y,2,1,25000
25.0,30000,RENT,5,MEDICAL,11200,11.14,0.37,N,2,1,11200
25.0,64600,RENT,3,MEDICAL,21000,10.37,0.28,N,3,1,21000
25.0,39000,RENT,9,HOMEIMPROVEMENT,2200,15.65,0.06,Y,4,1,2200
25.0,54578,MORTGAGE,9,MEDICAL,19200,9.99,0.33,N,4,1,19200
25.0,39000,RENT,4,HOMEIMPROVEMENT,10000,15.62,0.26,Y,3,1,10000
25.0,69000,RENT,4,PERSONAL,20000,11.48,0.29,N,3,1,20000
25.0,78504,RENT,7,EDUCATION,25000,9.32,0.32,N,3,1,25000
25.0,44004,RENT,2,MEDICAL,9500,15.31,0.21,Y,2,1,9500
25.0,24000,RENT,6,DEBTCONSOLIDATION,10000,8.9,0.42,N,2,1,10000
25.0,32000,MORTGAGE,0,MEDICAL,13750,16.45,0.44,N,3,1,13750
25.0,26400,RENT,2,HOMEIMPROVEMENT,5500,14.35,0.21,N,3,1,5500
25.0,54000,RENT,8,DEBTCONSOLIDATION,15000,14.42,0.28,Y,4,1,15000
25.0,30000,RENT,0,MEDICAL,5000,15.99,0.17,Y,2,1,5000
25.0,25000,RENT,0,VENTURE,8500,12.53,0.34,N,2,1,8500
25.0,88000,MORTGAGE,0,DEBTCONSOLIDATION,25000,15.58,0.28,N,4,1,25000
25.0,62050,RENT,7,MEDICAL,6000,15.21,0.08,Y,2,1,6000
25.0,36000,MORTGAGE,3,HOMEIMPROVEMENT,3600,13.11,0.1,N,2,1,3600
25.0,25000,RENT,0,PERSONAL,8500,6.91,0.34,N,3,1,8500
25.0,24000,RENT,0,MEDICAL,10000,11.83,0.43,N,3,1,10000
25.0,78996,RENT,6,HOMEIMPROVEMENT,15000,14.42,0.19,Y,3,1,15000
25.0,70000,RENT,9,VENTURE,25000,7.9,0.36,N,2,1,25000
25.0,49000,RENT,1,HOMEIMPROVEMENT,5000,15.62,0.1,Y,3,1,5000
25.0,35000,RENT,2,DEBTCONSOLIDATION,5200,17.58,0.15,Y,2,1,5200
25.0,56312,RENT,9,MEDICAL,3000,14.84,0.05,N,4,1,3000
25.0,48000,RENT,3,EDUCATION,3500,8.9,0.07,N,4,1,3500
25.0,31000,RENT,5,PERSONAL,15250,8.9,0.48,N,3,1,15250
25.0,57600,RENT,2,EDUCATION,6000,13.75,0.1,N,4,1,6000
25.0,24000,RENT,4,MEDICAL,10000,17.27,0.42,N,2,1,10000
25.0,24000,RENT,4,PERSONAL,10000,13.24,0.42,N,3,1,10000
25.0,46800,RENT,4,MEDICAL,2800,14.22,0.06,Y,3,1,2800
25.0,29000,RENT,7,MEDICAL,11500,13.49,0.39,Y,4,1,11500
25.0,93000,MORTGAGE,1,HOMEIMPROVEMENT,18000,13.79,0.19,N,3,1,18000
25.0,54000,RENT,2,HOMEIMPROVEMENT,16000,14.59,0.29,Y,4,1,16000
25.0,40000,RENT,1,HOMEIMPROVEMENT,3000,13.98,0.07,Y,2,1,3000
25.0,45000,RENT,1,MEDICAL,8000,14.09,0.18,Y,4,1,8000
25.0,44000,RENT,0,HOMEIMPROVEMENT,6000,14.74,0.14,Y,3,1,6000
25.0,24000,RENT,0,PERSONAL,8000,13.85,0.33,N,2,1,8000
25.0,84000,RENT,0,EDUCATION,8000,16.0,0.1,N,4,1,8000
25.0,83000,MORTGAGE,8,PERSONAL,5000,7.49,0.06,N,2,1,5000
25.0,60500,RENT,9,DEBTCONSOLIDATION,12000,16.77,0.2,Y,3,1,12000
25.0,39000,RENT,5,MEDICAL,6000,14.54,0.15,N,4,1,6000
25.0,48996,RENT,0,EDUCATION,15000,12.53,0.31,N,4,1,15000
25.0,30000,RENT,2,MEDICAL,10000,15.95,0.33,N,2,1,10000
25.0,54000,RENT,2,HOMEIMPROVEMENT,5000,13.98,0.09,N,3,1,5000
25.0,56000,MORTGAGE,5,DEBTCONSOLIDATION,12000,15.27,0.21,Y,3,1,12000
25.0,66000,RENT,9,MEDICAL,25000,11.11,0.38,N,3,1,25000
25.0,36000,RENT,4,PERSONAL,12000,7.49,0.33,N,4,1,12000
25.0,36108,RENT,3,HOMEIMPROVEMENT,2500,9.32,0.07,N,4,1,2500
25.0,26400,RENT,2,VENTURE,8875,7.51,0.34,N,2,1,8875
25.0,83004,RENT,3,DEBTCONSOLIDATION,19600,15.28,0.22,Y,4,1,19600
25.0,30000,RENT,3,VENTURE,15000,14.22,0.5,Y,4,1,15000
25.0,30000,RENT,9,DEBTCONSOLIDATION,10000,15.33,0.33,N,2,1,10000
25.0,41000,MORTGAGE,3,EDUCATION,3000,12.69,0.07,N,2,1,3000
25.0,30000,RENT,0,PERSONAL,4000,7.29,0.13,N,4,1,4000
25.0,90000,MORTGAGE,4,MEDICAL,5000,15.99,0.06,Y,4,1,5000
25.0,78000,RENT,2,HOMEIMPROVEMENT,25000,16.77,0.32,Y,4,1,25000
25.0,49000,RENT,7,DEBTCONSOLIDATION,3000,14.59,0.06,N,3,1,3000
25.0,57000,RENT,2,EDUCATION,17000,17.19,0.3,Y,4,1,17000
25.0,62236,MORTGAGE,9,EDUCATION,5000,9.99,0.08,N,2,1,5000
25.0,44000,RENT,1,PERSONAL,12000,14.11,0.27,Y,4,1,12000
25.0,50000,RENT,0,HOMEIMPROVEMENT,15000,13.72,0.3,N,2,1,15000
25.0,54000,RENT,9,PERSONAL,19000,16.82,0.33,Y,4,1,19000
25.0,60000,RENT,0,DEBTCONSOLIDATION,24000,12.99,0.4,N,4,1,24000
25.0,54400,RENT,3,MEDICAL,16000,16.45,0.24,N,2,1,16000
25.0,30000,RENT,0,PERSONAL,8000,15.62,0.27,Y,2,1,8000
25.0,36000,RENT,9,PERSONAL,12000,10.38,0.33,N,3,1,12000
25.0,30000,RENT,4,MEDICAL,3000,11.78,0.1,Y,4,1,3000
25.0,39000,MORTGAGE,3,MEDICAL,10000,6.62,0.26,N,4,1,10000
25.0,133000,RENT,9,PERSONAL,15000,12.53,0.11,N,3,1,15000
25.0,69000,RENT,2,HOMEIMPROVEMENT,12800,15.33,0.19,N,3,1,12800
25.0,33600,RENT,9,MEDICAL,4200,16.02,0.13,Y,2,1,4200
25.0,54000,MORTGAGE,9,DEBTCONSOLIDATION,5600,16.49,0.1,N,2,1,5600
25.0,44000,RENT,1,MEDICAL,9600,18.62,0.22,N,2,1,9600
25.0,40000,RENT,1,EDUCATION,6400,14.54,0.16,Y,3,1,6400
25.0,30000,RENT,4,HOMEIMPROVEMENT,8000,13.49,0.27,Y,3,1,8000
25.0,120775,RENT,5,VENTURE,3600,8.49,0.3,N,3,1,3600
25.0,188000,RENT,9,DEBTCONSOLIDATION,25000,12.18,0.13,N,3,1,25000
25.0,36000,RENT,4,DEBTCONSOLIDATION,6500,15.99,0.18,Y,2,1,6500
25.0,52000,RENT,4,MEDICAL,19000,12.18,0.37,N,3,1,19000
25.0,24000,RENT,1,VENTURE,2700,15.65,0.11,Y,2,1,2700
25.0,62900,RENT,9,MEDICAL,25000,17.58,0.33,N,2,1,25000
25.0,25000,RENT,9,MEDICAL,12000,12.73,0.48,Y,4,1,12000
25.0,43000,RENT,3,MEDICAL,18000,7.66,0.42,N,3,1,18000
25.0,35000,RENT,1,EDUCATION,3200,16.29,0.09,N,3,1,3200
25.0,49000,RENT,2,HOMEIMPROVEMENT,10000,17.58,0.2,N,2,1,10000
25.0,88000,MORTGAGE,9,HOMEIMPROVEMENT,15000,15.99,0.17,N,2,1,15000
25.0,28800,RENT,4,MEDICAL,12250,14.59,0.43,Y,2,1,12250
25.0,60000,MORTGAGE,3,DEBTCONSOLIDATION,8000,15.99,0.13,N,2,1,8000
25.0,31000,RENT,3,DEBTCONSOLIDATION,4000,14.11,0.13,N,4,1,4000
25.0,29004,RENT,0,MEDICAL,10000,7.51,0.34,N,4,1,10000
25.0,50000,RENT,6,PERSONAL,16000,13.99,0.32,Y,3,1,16000
25.0,43000,RENT,2,MEDICAL,13800,7.88,0.31,N,3,1,13800
25.0,45996,RENT,2,VENTURE,18000,12.84,0.38,Y,2,1,18000
25.0,73000,RENT,9,PERSONAL,25000,11.99,0.34,N,4,1,25000
25.0,59004,RENT,1,HOMEIMPROVEMENT,20000,14.59,0.34,Y,2,1,20000
25.0,34000,RENT,5,HOMEIMPROVEMENT,7500,13.11,0.22,N,3,1,7500
25.0,88000,RENT,9,HOMEIMPROVEMENT,10000,11.99,0.11,N,4,1,10000
25.0,44000,RENT,0,DEBTCONSOLIDATION,3600,9.63,0.08,N,4,1,3600
25.0,70550,RENT,9,MEDICAL,6000,15.62,0.08,N,4,1,6000
25.0,44000,RENT,9,MEDICAL,12750,14.22,0.29,Y,2,1,12750
25.0,30000,RENT,4,EDUCATION,10000,7.88,0.33,N,2,1,10000
25.0,39000,RENT,0,VENTURE,12000,6.54,0.31,N,2,1,12000
25.0,61754,MORTGAGE,7,MEDICAL,12000,15.62,0.17,N,2,1,12000
25.0,32000,RENT,1,EDUCATION,12000,7.9,0.38,N,4,1,12000
25.0,57000,RENT,1,HOMEIMPROVEMENT,20000,11.83,0.36,N,4,1,20000
25.0,39000,RENT,9,PERSONAL,14000,14.42,0.36,N,2,1,14000
25.0,45000,RENT,2,PERSONAL,20000,12.18,0.44,N,4,1,20000
25.0,40000,RENT,0,EDUCATION,15000,10.74,0.38,N,2,1,15000
25.0,30000,RENT,6,HOMEIMPROVEMENT,3600,15.99,0.12,N,3,1,3600
25.0,29004,RENT,5,PERSONAL,10000,11.83,0.34,N,2,1,10000
25.0,56000,MORTGAGE,3,HOMEIMPROVEMENT,10000,12.73,0.18,Y,4,1,10000
25.0,59600,MORTGAGE,5,EDUCATION,6000,16.45,0.1,Y,3,1,6000
25.0,88000,RENT,9,HOMEIMPROVEMENT,15000,17.27,0.17,N,4,1,15000
25.0,25200,RENT,2,DEBTCONSOLIDATION,10000,16.02,0.39,N,3,1,10000
25.0,28000,RENT,1,HOMEIMPROVEMENT,7000,12.29,0.25,Y,4,1,7000
25.0,30000,RENT,6,PERSONAL,4000,16.29,0.13,N,4,1,4000
25.0,40000,RENT,9,DEBTCONSOLIDATION,13250,10.99,0.33,N,4,1,13250
25.0,54000,RENT,9,MEDICAL,20000,9.63,0.37,N,3,1,20000
25.0,55000,RENT,9,EDUCATION,20000,10.99,0.38,N,2,1,20000
25.0,19200,RENT,2,HOMEIMPROVEMENT,3500,14.17,0.18,Y,3,1,3500
25.0,74000,MORTGAGE,2,HOMEIMPROVEMENT,10000,14.11,0.14,Y,2,1,10000
25.0,35000,RENT,2,PERSONAL,16000,14.59,0.45,Y,2,1,16000
25.0,76654,RENT,8,HOMEIMPROVEMENT,21000,9.88,0.28,N,3,1,21000
25.0,52000,RENT,1,HOMEIMPROVEMENT,7000,11.99,0.13,N,4,1,7000
25.0,77000,RENT,2,EDUCATION,22000,11.36,0.32,N,4,1,22000
25.0,37000,RENT,3,PERSONAL,16000,11.11,0.46,N,2,1,16000
25.0,24000,RENT,2,MEDICAL,9000,13.79,0.4,N,2,1,9000
25.0,54000,RENT,1,PERSONAL,10000,7.9,0.19,N,3,1,10000
25.0,65004,RENT,0,EDUCATION,20000,14.59,0.31,N,2,1,20000
25.0,18000,RENT,2,PERSONAL,3000,12.21,0.17,N,3,1,3000
25.0,108000,RENT,1,VENTURE,33000,10.65,0.28,N,4,1,33000
25.0,65000,RENT,4,MEDICAL,24000,10.65,0.37,N,3,1,24000
25.0,48000,RENT,0,VENTURE,15000,13.11,0.31,Y,4,1,15000
25.0,30000,RENT,4,EDUCATION,10000,15.31,0.33,N,2,1,10000
25.0,35400,MORTGAGE,0,DEBTCONSOLIDATION,12000,15.65,0.34,N,3,1,12000
25.0,24996,RENT,0,EDUCATION,10750,12.53,0.44,Y,2,1,10750
25.0,50866,RENT,9,PERSONAL,20000,17.58,0.39,N,3,1,20000
25.0,42000,RENT,1,PERSONAL,13000,11.58,0.31,N,3,1,13000
25.0,40000,RENT,9,PERSONAL,13000,7.9,0.33,N,2,1,13000
25.0,50000,RENT,2,PERSONAL,20000,11.48,0.4,N,4,1,20000
25.0,54000,MORTGAGE,1,MEDICAL,12000,10.99,0.22,N,2,1,12000
25.0,24000,OWN,1,MEDICAL,5500,14.96,0.23,Y,3,1,5500
25.0,33996,RENT,1,PERSONAL,7500,12.92,0.24,Y,3,1,7500
25.0,108000,RENT,1,PERSONAL,4500,16.89,0.04,Y,4,1,4500
25.0,54000,RENT,1,HOMEIMPROVEMENT,6000,16.49,0.11,Y,4,1,6000
25.0,73000,RENT,1,VENTURE,12000,14.61,0.16,N,3,1,12000
25.0,45000,RENT,9,DEBTCONSOLIDATION,5000,15.33,0.11,Y,2,1,5000
25.0,59000,RENT,2,PERSONAL,20000,15.65,0.34,Y,3,1,20000
25.0,77000,MORTGAGE,9,DEBTCONSOLIDATION,3000,16.89,0.04,N,2,1,3000
25.0,54000,MORTGAGE,9,HOMEIMPROVEMENT,20000,9.25,0.37,N,2,1,20000
25.0,34000,MORTGAGE,2,PERSONAL,6000,15.7,0.18,Y,4,1,6000
25.0,40000,RENT,0,DEBTCONSOLIDATION,15250,13.98,0.38,Y,2,1,15250
25.0,67000,RENT,9,DEBTCONSOLIDATION,20000,15.05,0.3,Y,4,1,20000
25.0,151800,MORTGAGE,1,EDUCATION,20000,8.49,0.14,N,3,1,20000
25.0,70000,RENT,9,HOMEIMPROVEMENT,25000,9.62,0.36,N,3,1,25000
25.0,24000,OWN,2,PERSONAL,1200,7.4,0.05,N,4,1,1200
25.0,30000,RENT,1,EDUCATION,10000,13.16,0.33,Y,4,1,10000
25.0,69000,RENT,9,EDUCATION,25000,11.49,0.36,N,2,1,25000
25.0,66000,MORTGAGE,4,DEBTCONSOLIDATION,15000,16.89,0.23,Y,2,1,15000
25.0,35000,RENT,6,DEBTCONSOLIDATION,5800,14.59,0.16,N,2,1,5800
25.0,14400,RENT,1,PERSONAL,4750,13.85,0.33,N,2,1,4750
25.0,61200,RENT,2,MEDICAL,10000,9.91,0.16,N,2,1,10000
25.0,78200,MORTGAGE,2,MEDICAL,24000,16.45,0.26,N,3,1,24000
25.0,30500,RENT,0,MEDICAL,10000,12.53,0.33,N,3,1,10000
25.0,38400,RENT,5,MEDICAL,14125,11.49,0.36,N,2,1,14125
25.0,50000,RENT,9,EDUCATION,23000,13.11,0.44,Y,3,1,23000
25.0,58000,RENT,0,EDUCATION,8400,16.82,0.14,Y,4,1,8400
25.0,58000,RENT,5,DEBTCONSOLIDATION,5000,16.7,0.09,Y,4,1,5000
25.0,44000,RENT,5,HOMEIMPROVEMENT,8400,11.12,0.19,N,4,1,8400
25.0,68000,RENT,2,DEBTCONSOLIDATION,24000,9.62,0.37,N,2,1,24000
25.0,38599,RENT,3,MEDICAL,12000,10.38,0.31,N,2,1,12000
25.0,39000,MORTGAGE,9,PERSONAL,7500,11.34,0.19,N,2,1,7500
25.0,62900,RENT,3,MEDICAL,9000,15.65,0.13,Y,3,1,9000
25.0,30000,RENT,4,MEDICAL,15000,13.22,0.5,Y,3,1,15000
25.0,58800,MORTGAGE,9,MEDICAL,15000,18.17,0.25,Y,4,1,15000
25.0,18000,RENT,3,PERSONAL,3000,16.29,0.17,N,2,1,3000
25.0,62496,RENT,1,HOMEIMPROVEMENT,6000,16.82,0.1,Y,3,1,6000
25.0,70000,MORTGAGE,9,DEBTCONSOLIDATION,25000,16.49,0.36,Y,4,1,25000
25.0,24000,RENT,0,VENTURE,2000,15.62,0.08,N,2,1,2000
25.0,45000,RENT,1,HOMEIMPROVEMENT,10000,14.59,0.22,Y,3,1,10000
25.0,44000,RENT,1,EDUCATION,10400,17.49,0.23,Y,4,1,10400
25.0,83000,RENT,7,HOMEIMPROVEMENT,24000,10.99,0.29,N,2,1,24000
25.0,36000,RENT,0,VENTURE,4500,8.94,0.13,N,3,1,4500
25.0,30000,RENT,9,VENTURE,10000,11.03,0.33,Y,4,1,10000
25.0,48000,RENT,0,DEBTCONSOLIDATION,4000,17.19,0.08,N,3,1,4000
25.0,34000,RENT,2,MEDICAL,5975,7.51,0.17,N,3,1,5975
25.0,54000,RENT,5,MEDICAL,10000,14.96,0.19,N,2,1,10000
25.0,20000,RENT,0,EDUCATION,7000,14.79,0.35,N,4,1,7000
25.0,80000,RENT,2,EDUCATION,24000,16.77,0.3,Y,4,1,24000
25.0,29000,RENT,2,DEBTCONSOLIDATION,3000,15.95,0.1,N,2,1,3000
25.0,30000,RENT,0,PERSONAL,10000,11.36,0.33,N,3,1,10000
25.0,42000,RENT,2,DEBTCONSOLIDATION,8500,14.42,0.21,Y,3,1,8500
25.0,78996,RENT,2,PERSONAL,10000,12.92,0.13,N,4,1,10000
25.0,78000,RENT,6,EDUCATION,18000,18.79,0.23,N,3,1,18000
25.0,36000,RENT,2,PERSONAL,11000,9.63,0.31,N,3,1,11000
25.0,24000,RENT,0,DEBTCONSOLIDATION,2000,16.32,0.08,N,4,1,2000
25.0,74000,RENT,2,HOMEIMPROVEMENT,15000,14.61,0.2,N,4,1,15000
25.0,42000,RENT,4,EDUCATION,15000,10.0,0.36,N,2,1,15000
25.0,55000,RENT,4,PERSONAL,24250,15.65,0.45,Y,2,1,24250
25.0,44000,RENT,0,PERSONAL,10000,11.78,0.22,Y,4,1,10000
25.0,29000,RENT,9,PERSONAL,1500,12.84,0.05,Y,2,1,1500
25.0,35400,RENT,0,HOMEIMPROVEMENT,10000,10.65,0.29,N,3,1,10000
25.0,34800,RENT,3,MEDICAL,1200,7.66,0.03,N,4,1,1200
25.0,47000,RENT,4,PERSONAL,15000,7.29,0.32,N,3,1,15000
25.0,60000,RENT,9,DEBTCONSOLIDATION,25000,9.91,0.42,N,3,1,25000
25.0,33000,RENT,7,DEBTCONSOLIDATION,5000,18.43,0.15,N,3,1,5000
25.0,35000,RENT,9,EDUCATION,16000,12.99,0.46,Y,2,1,16000
25.0,62400,RENT,9,VENTURE,20000,19.13,0.32,N,2,1,20000
25.0,36000,RENT,4,VENTURE,12000,13.49,0.33,N,2,1,12000
25.0,31200,RENT,2,PERSONAL,10000,16.82,0.32,N,4,1,10000
25.0,62000,RENT,1,VENTURE,7500,17.51,0.12,N,3,1,7500
25.0,44000,RENT,7,HOMEIMPROVEMENT,9800,13.23,0.22,Y,2,1,9800
25.0,30000,RENT,0,VENTURE,2000,17.19,0.07,N,2,1,2000
25.0,123000,RENT,3,VENTURE,15000,14.27,0.12,Y,2,1,15000
25.0,54000,RENT,4,DEBTCONSOLIDATION,10000,15.62,0.19,Y,3,1,10000
25.0,52000,RENT,2,DEBTCONSOLIDATION,6000,11.46,0.12,N,3,1,6000
25.0,39000,RENT,3,DEBTCONSOLIDATION,5000,14.09,0.13,Y,2,1,5000
25.0,35100,MORTGAGE,9,MEDICAL,15000,14.71,0.43,N,3,1,15000
25.0,40000,RENT,4,EDUCATION,15000,9.88,0.38,N,4,1,15000
25.0,29400,RENT,3,MEDICAL,10000,13.43,0.34,Y,4,1,10000
25.0,80000,RENT,1,EDUCATION,20000,10.25,0.25,N,4,1,20000
25.0,25568,RENT,3,EDUCATION,12000,7.29,0.47,N,2,1,12000
25.0,30000,RENT,3,VENTURE,9000,18.64,0.3,Y,4,1,9000
25.0,69000,RENT,1,HOMEIMPROVEMENT,25000,10.64,0.36,N,3,1,25000
25.0,54000,MORTGAGE,9,HOMEIMPROVEMENT,12000,11.48,0.22,N,4,1,12000
25.0,28800,RENT,0,VENTURE,5000,14.84,0.18,N,4,1,5000
25.0,40000,RENT,6,MEDICAL,14125,13.49,0.35,N,4,1,14125
25.0,60000,RENT,5,EDUCATION,20000,7.88,0.33,N,2,1,20000
25.0,14400,RENT,3,MEDICAL,2250,13.49,0.15,N,2,1,2250
25.0,56000,MORTGAGE,3,HOMEIMPROVEMENT,7800,14.84,0.14,N,2,1,7800
25.0,42000,MORTGAGE,4,MEDICAL,15250,13.35,0.36,N,2,1,15250
25.0,70550,RENT,2,MEDICAL,9000,14.59,0.1,N,2,1,9000
25.0,38400,MORTGAGE,9,HOMEIMPROVEMENT,4200,11.48,0.11,N,2,1,4200
25.0,85000,RENT,9,VENTURE,35000,7.9,0.41,N,2,1,35000
25.0,24000,RENT,3,PERSONAL,10000,9.91,0.42,N,2,1,10000
25.0,54000,RENT,1,MEDICAL,6000,15.99,0.11,Y,4,1,6000
25.0,44531,MORTGAGE,9,HOMEIMPROVEMENT,15000,11.71,0.34,N,3,1,15000
25.0,34000,RENT,9,DEBTCONSOLIDATION,8000,11.11,0.24,N,4,1,8000
25.0,45000,RENT,0,MEDICAL,18250,14.27,0.4,N,4,1,18250
25.0,48000,RENT,9,MEDICAL,15000,11.48,0.31,N,3,1,15000
25.0,48996,MORTGAGE,1,HOMEIMPROVEMENT,5000,9.76,0.1,N,3,1,5000
25.0,30000,RENT,4,PERSONAL,4000,11.86,0.13,N,4,1,4000
25.0,79500,RENT,9,EDUCATION,6000,15.7,0.08,N,4,1,6000
25.0,34200,RENT,2,PERSONAL,16000,15.65,0.48,N,3,1,16000
25.0,49000,RENT,9,PERSONAL,20000,12.53,0.41,N,3,1,20000
25.0,48000,RENT,3,VENTURE,15000,10.99,0.31,N,3,1,15000
25.0,36000,RENT,3,EDUCATION,15000,19.03,0.41,Y,2,1,15000
25.0,29000,RENT,3,EDUCATION,5000,7.49,0.18,N,3,1,5000
